"label"	"survey"	"depth"	"asurv"	"mesh"	"vertop"	"horop"	"towsp"	"lat"	"lon"	"npp"	"sst"	"sstdif"	"sbt"	"sbtdif"	"ult"	"ultdif"	"mlgr"	"lml"	"aswept"	"nsp"	"density"	"nhauls"	"band"	"geo"	"catch"	"abundance"
"Celtic_Sea-Au-65"	"Celtic Sea   65-524m"	294.5	141601	20	4.1	18.7	4	49.9	-8.2	317.1	12.9	6	10.57	0.34	11.5	2.52	"e2.5"	2.5	38	6	2238.41336617087	545	"7.5-14"	"NE North Atlantic"	16872.689584	316961571.063161
"Davis_Strait-Au-400"	"Davis Strait  400-1500m"	950	52602	30	5	28	3	64.2	-54.7	114.1	1.6	4.96	3.84	-0.29	1.88	1.65	"e2.5"	2.5	42	1	0.216588249770886	591	"<7.5"	"Arctic"	0.930072	11392.9751144481
"E_Greenl_GDR-Au-200"	"E Greenland   200-400m"	300	56488	30	4	22	4.5	62.8	-36.8	112.4	4.2	1.47	4.68	0.08	4.61	0.72	"e2.5"	2.5	98	3	419.735032023813	1069	"<7.5"	"Arctic"	4179.766482	23709992.4889611
"E_Greenl_GDR-Au-50"	"E Greenland   50-200m"	125	17576	30	4	22	4.5	62.8	-36.8	112.4	3.3	1.08	4.28	0.2	3.77	0.51	"e2.5"	2.5	33	4	25.2655906858687	366	"<7.5"	"Arctic"	97.218567	444068.021894828
"E_Greenland-Su-400"	"E Greenland   400-1500m"	950	43458	30	5	28	3	64.2	-35.8	112.4	4.5	2.01	3.95	-0.07	4.86	1.06	"e2.5"	2.5	34	2	34.5504796268189	476	"<7.5"	"Arctic"	104.083044	1501494.7436223
"Far_NE-Au-200"	"Faroe Islands NE Aug  200-500m"	350	16393	40	4	17.5	3	61.7	-5.5	215.3	8.7	3.53	5.52	0.44	8.14	2.25	"e2.5"	2.5	57	2	1394.43364816013	283	"7.5-14"	"NE North Atlantic"	15887.01114	22858950.794289
"Far_NE-Wi-200"	"Faroe Islands NE Feb  200-500m"	350	16393	40	4	17.5	3	61.7	-5.5	215.3	8.7	3.53	5.52	0.44	8.14	2.25	"e2.5"	2.5	27	1	2034.62807685616	585	"7.5-14"	"NE North Atlantic"	12633.718828	33353658.063903
"Far_Pla-Au-65"	"Faroe Plateau Aug   65-200m"	132.5	18178	40	4	16	3	61.7	-6.7	196.8	8.7	3.17	7.63	1.29	8.33	2.35	"e2.5"	2.5	146	2	191.606560185873	1033	"7.5-14"	"NE North Atlantic"	6105.123477	3483024.0510588
"Far_Pla-Wi-65"	"Faroe Plateau Feb   65-200m"	132.5	18178	40	4	16	3	61.7	-6.7	196.8	8.7	3.17	7.63	1.29	8.33	2.35	"e2.5"	2.5	93	1	16.6621807101928	1643	"7.5-14"	"NE North Atlantic"	325.82277	302885.120949885
"Far_SW-Au-200"	"Faroe SW  200-500m"	350	8576	40	4	17.5	3	61.7	-7.9	199.7	9	2.99	5.52	0.42	8.59	2.03	"e2.5"	2.5	35	2	1465.63708440774	361	"7.5-14"	"NE North Atlantic"	11182.013627	12569303.6358808
"Guinea-All-5"	"Guinea     5-50m"	27.5	32558	25	3	13	3	9.8	-14.8	693.7	27.3	1.38	22.64	3.41	25.29	2.85	"e2.5"	2.5	82	3	0.40844677358089	2280	">20.5"	"SE North Atlantic"	6.89472	13298.2100542466
"Guinea-All-50"	"Guinea   50-200m"	125	4783	25	3	13	3	9.8	-14.8	693.7	27.3	1.43	16.99	1.38	22.4	2.54	"e2.5"	2.5	4	2	168.961744197657	103	">20.5"	"SE North Atlantic"	132.683364	808144.022497393
"GuLw1_N-Su-200"	"Gulf St. Lawrence I  200-520m"	360	59533	19	5.5	13.4	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e2.5"	2.5	62	1	42.7294722015238	2100	"<7.5"	"NW North Atlantic"	251.93448	2543813.66857332
"GuLw1_N-Su-40"	"Gulf St. Lawrence I   40-200m"	120	36826	19	5.5	13.4	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e2.5"	2.5	27	1	195.276923563795	911	"<7.5"	"NW North Atlantic"	521.7034632	7191267.98716031
"GuLw2_N-Su-200"	"Gulf St. Lawrence II  200-671m"	360	59533	12.7	4	16.9	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e2.5"	2.5	24	2	584.677049134419	1034	"<7.5"	"NW North Atlantic"	1481.971711	34807578.7661194
"GuLw2_N-Su-40"	"Gulf St. Lawrence II   40-200m"	120	36826	12.7	4	16.9	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e2.5"	2.5	16	3	4311.78766315158	671	"<7.5"	"NW North Atlantic"	6698.9791605	158785892.48322
"Iceland_NE-Au-200"	"Iceland NE 200-1160m"	679.75	106038	40	5.5	17	3.8	65.8	-16.6	187.6	3.9	4.18	0.53	0.13	3.15	2.08	"e2.5"	2.5	118	3	409.445171502682	1248	"<7.5"	"Arctic"	5057.1193242897	43416747.0958014
"Iceland_NE-Au-60"	"Iceland NE   60-200m"	129.75	40140	40	4.5	17	3.8	65.5	-17.3	187.6	5.2	4.65	3.94	1.59	4.67	3.01	"e2.5"	2.5	45	1	84.0343457186637	470	"<7.5"	"Arctic"	379.14157895185	3373138.63714716
"Iceland_SW-Au-201"	"Iceland SW 200-1313m"	756.25	50278	40	5.5	17	3.8	65.1	-25.8	262.1	7.7	3.62	5.86	0.28	7.2	1.96	"e2.5"	2.5	87	3	38.4071737744425	916	"7.5-14"	"NE North Atlantic"	440.05604211327	1931035.88303142
"Iceland_SW-Au-42"	"Iceland SW   42-200m"	120.75	39766	40	4.5	17	3.8	65	-20.5	262.1	7.7	4.45	7.01	1.45	7.35	2.89	"e2.5"	2.5	44	1	0.203010914442968	467	"7.5-14"	"NE North Atlantic"	1.9908947367	8072.93202373907
"Mauritania-All-5"	"Mauritania     5-50m"	27.5	14127	40	4	17	3.5	18.5	-16.9	1885.6	20.8	6.89	17.6	4.12	19.34	5.79	"e2.5"	2.5	89	3	34.9719250188192	1621	">20.5"	"SE North Atlantic"	359.918735	494048.384740859
"Mauritania-All-50"	"Mauretania   50-200m"	125	10646	40	4	17	3.5	18.5	-16.9	1885.6	21.5	7.54	14.17	1.47	18.37	4.64	"e2.5"	2.5	71	4	7619.25149152051	1285	">20.5"	"SE North Atlantic"	54859.3485	81114551.3787273
"Morocco-All-200"	"Morocco  200-400m"	300	4876	40	2.1	21.4	3	32.3	-8.6	380.3	19.1	3.83	12.23	-0.25	17.27	0.83	"e2.5"	2.5	7	2	20706.9396019348	178	"14-20.5"	"SE North Atlantic"	31371.7587732671	100967037.499034
"Morocco-All-22"	"Morocco   22-200m"	111	28889	40	2.1	21.4	3	32.3	-8.6	380.3	19.2	3.97	15.23	-0.37	17.55	1.11	"e2.5"	2.5	20	2	8266.34416426615	548	"14-20.5"	"SE North Atlantic"	37362.8007883725	238806416.561485
"Morocco-All-400"	"Morocco  400-890m"	645	10690	40	2.1	21.4	3	32.3	-8.6	380.3	19.2	4.04	10.48	-0.14	17.27	0.95	"e2.5"	2.5	13	2	25798.3994834652	227	"14-20.5"	"SE North Atlantic"	66845.7171794265	275784890.478243
"North_Sea-Su-11"	"North Sea Aug   11-269m"	140	493244	20	5	21	4	56.4	2.4	387.3	10.1	8.14	8.36	3.49	9.16	5.66	"e2.5"	2.5	289	8	1482.20074256528	3736	"7.5-14"	"NE North Atlantic"	60446.36988	731086623.065869
"North_Sea-Wi-10"	"North Sea Feb   10-270m"	140	499507	20	5	21	4	56.2	2.3	387.3	10.1	8.16	8.37	3.53	9.17	5.7	"e2.5"	2.5	765	8	709.260389507209	9152	"7.5-14"	"NE North Atlantic"	63980.487168	354280529.381577
"Northern_Spain-Au-35.5"	"Northern Spain 35.5-493m"	264	20279	20	2	18.9	3	43	-5.7	379.1	15.5	5.72	11.74	0.31	13.88	2.15	"e2.5"	2.5	137	6	66125.080219481	2610	"14-20.5"	"NE North Atlantic"	2062063.875375	1340950501.77086
"Norwegian_coast-Au-140"	"Norwegian coast  140-803m"	471.5	118922	16	7	25	3.4	72.4	22.2	172.6	6.1	3.7	3.52	-0.3	5.49	1.73	"e2.5"	2.5	67	2	45.1101392852844	530	"<7.5"	"NE North Atlantic"	364.038726	5364587.98408459
"Porcupine_Bank-Au-189"	"Porcupine Bank  189-763m"	476	53139	20	3.5	20	3.5	52.5	-13.1	235.2	12.4	4.54	10.13	-0.05	11.4	2.01	"e2.5"	2.5	42	2	59975.3527044042	651	"7.5-14"	"NE North Atlantic"	529618.11344	3187030267.35933
"Portugal_N-Au-14"	"Portugal N   14-678m"	346	12482	20	4.6	15	3.5	40.6	-9.3	497.6	16.3	4.66	13.22	-0.27	14.87	1.43	"e2.5"	2.5	48	5	394.710967420528	678	"14-20.5"	"NE North Atlantic"	3537.70606995204	4926782.29534303
"Portugal_S-Au-16"	"Portugal S   19-690m"	354.5	2801	20	4.6	15	3.5	36.9	-8.2	497.6	18.1	4.49	14.34	-0.35	16.56	1.34	"e2.5"	2.5	30	5	1164.28332590452	411	"14-20.5"	"NE North Atlantic"	5514.197315	3261157.59585856
"Portugal_SW-Au-30"	"Portugal SW   30-460m"	245	8248	20	4.6	15	3.5	38.3	-9.5	497.6	17	4	13.36	-0.38	15.58	1.15	"e2.5"	2.5	39	6	3083.54475994644	567	"14-20.5"	"NE North Atlantic"	26547.4579552865	25433077.1800382
"S_Barents_Sea-Au-36"	"S Barents Sea   36-830m"	433	820387	16	7	25	3.4	73.2	38.7	128	2.3	4.67	0.72	-0.02	1.47	1.93	"e2.5"	2.5	296	3	151.912151599289	2144	"<7.5"	"Arctic"	4344.934494	124626754.314086
"S_Tyrrhenian_Sea-Su-19"	"S Tyrrhenian Sea   19-200m"	109.5	941	20	1.9	18.4	3	38.3	14.3	170	19.5	11.21	13.72	-0.01	15.8	2.96	"e2.5"	2.5	6	8	964.404315467248	122	"14-20.5"	"Mediterranean"	1127.003304	907504.46085468
"S_Tyrrhenian_Sea-Su-200"	"S Tyrrhenian Sea  200-693m"	446.5	1821	20	1.9	18.4	3	38.3	14.3	170	19.5	11.21	13.72	-0.01	15.8	2.96	"e2.5"	2.5	13	4	3927.6933750438	127	"14-20.5"	"Mediterranean"	9168.400764	7152329.63595476
"Scotian_shelf-Su-17"	"Scotian shelf   12-200m"	106	190955	19	4.6	12.5	3.5	44.2	-62.4	306.2	8	13.35	5.38	0.94	5.43	4.94	"e2.5"	2.5	167	5	120.540980203964	4097	"7.5-14"	"NW North Atlantic"	2026.96286334105	23017902.8748479
"Tramontana-Su-200"	"Tramontana  200-767m"	483.5	5318	20	3	20.3	3	41	2.2	241.6	18.11	10.61	13.36	0.44	13.19	4.43	"e2.5"	2.5	12	5	17485.5307774239	106	"14-20.5"	"Mediterranean"	41415.9999946111	92988052.6743403
"Tramontana-Su-30"	"Tramontana   30-200m"	115	10149	20	3	16.3	3	41	2.2	241.6	17.7	10.19	13.11	0.06	14.67	3.55	"e2.5"	2.5	32	8	9613.85921849455	347	"14-20.5"	"Mediterranean"	61789.9999949315	97571057.2085012
"W_Greenland_GDR-Au-200"	"W Greenland  200-400m"	300	13077	30	4	22	4.5	62.9	-50.3	124.5	1.6	3.86	3.75	0.1	1.95	1.79	"e2.5"	2.5	68	4	547.914644041882	740	"<7.5"	"Arctic"	3853.1800003293	7165079.80013569
"W_Greenland_GDR-Au-50"	"W Greenland   50-200m"	124.5	47617	30	4	22	4.5	62.9	-50.3	124.5	1.6	3.43	2.87	0.43	1.9	1.73	"e2.5"	2.5	122	5	112.027726860969	1331	"<7.5"	"Arctic"	1460.77249998469	5334424.26993876
"West_of_Scotland-Au-30"	"W Scotland Nov   30-500m"	265	114470	20	4.6	20	4	57.3	-7.7	324.4	10.8	4.58	9.65	1.37	10.28	3.02	"e2.5"	2.5	49	6	4438.42376904969	527	"7.5-14"	"NE North Atlantic"	46256.356738866	508066368.843118
"West_of_Scotland-Wi-10"	"W Scotland Mar   10-405m"	207.5	114003	20	4.6	20	4	57.3	-7.7	324.4	10.8	4.59	9.68	1.38	10.28	3.03	"e2.5"	2.5	99	6	327.975677345915	991	"7.5-14"	"NE North Atlantic"	6416.20988876582	37390211.1444663
"Adriatic-Su-16"	"Adriatic   16-449m"	232.5	54363	20	2.3	16.5	3	43.9	15.7	223.5	17.9	10.81	13.46	0.73	15.05	4.14	"e3"	3	31	17	25302.8547338648	657	"14-20.5"	"Mediterranean"	161547.68382	1375539091.89709
"Alboran_Sea-Su-200"	"Alboran Sea  200-810m"	505	8812	20	3	19.4	3	36.8	-3	402	18.3	7.17	13.1	-0.04	15.2	1.61	"e3"	3	27	10	997.454581314569	251	"14-20.5"	"Mediterranean"	2731.998456	8789569.77054398
"Alboran_Sea-Su-30"	"Alboran Sea   30-200m"	115	2247	20	3	16.4	3	36.8	-3	402	18.4	7.57	13.2	-0.04	15.22	1.76	"e3"	3	8	20	19857.1736107718	169	"14-20.5"	"Mediterranean"	29296.995	44619069.1034042
"Alicante_and_Eivissa-Su-200"	"Alicante & Eivissa  200-788m"	494	5065	20	3	19.5	3	38.6	0	208.6	19.1	10.87	13.22	-0.03	15.32	2.99	"e3"	3	16	8	570.554983595669	150	"14-20.5"	"Mediterranean"	1022.0094	2889860.99191206
"Alicante_and_Eivissa-Su-30"	"Alicante & Eivissa   30-200m"	115	5620	20	3	16.4	3	38.6	0	208.6	19.1	11.27	13.67	0.2	15.88	4.09	"e3"	3	10	19	15200.2543278235	215	"14-20.5"	"Mediterranean"	30972.0112975	85425429.3223681
"Bay_of_Biscay-Au-28"	"Bay of Biscay   28-100m"	64	26316	20	4	20.5	4	45.8	-4.6	520.3	14.7	8.18	11.97	0.79	13.18	3.96	"e3"	3	37	8	2381.48009150904	486	"14-20.5"	"NE North Atlantic"	9058.110768	62671030.0881519
"Bear_Island-Au-36"	"Bear Island   36-830m"	433	258318	16	7	25	3.4	77	18.7	117.1	1.5	3.14	1.27	0.38	1.35	1.81	"e3"	3	214	12	1157.90577588123	1576	"<7.5"	"Arctic"	116863.989968	299107904.214088
"Celtic_Sea-Au-65"	"Celtic Sea   65-524m"	294.5	141601	20	4.1	18.7	4	49.9	-8.2	317.1	12.9	6	10.57	0.34	11.5	2.52	"e3"	3	38	7	3597.55410918896	545	"7.5-14"	"NE North Atlantic"	14025.8228	509417259.415266
"Davis_Strait-Au-400"	"Davis Strait  400-1500m"	950	52602	30	5	28	3	64.2	-54.7	114.1	1.6	4.96	3.84	-0.29	1.88	1.65	"e3"	3	42	6	12.8145239878045	591	"<7.5"	"Arctic"	65.400972	674069.590806492
"E_Greenl_GDR-Au-200"	"E Greenland   200-400m"	300	56488	30	4	22	4.5	62.8	-36.8	112.4	4.2	1.47	4.68	0.08	4.61	0.72	"e3"	3	98	5	111.015634716691	1069	"<7.5"	"Arctic"	4853.310243	6271051.17387644
"E_Greenl_GDR-Au-50"	"E Greenland   50-200m"	125	17576	30	4	22	4.5	62.8	-36.8	112.4	3.3	1.08	4.28	0.2	3.77	0.51	"e3"	3	33	6	3957.58836169288	366	"<7.5"	"Arctic"	64062.816039	69558573.0451141
"E_Greenland-Su-400"	"E Greenland   400-1500m"	950	43458	30	5	28	3	64.2	-35.8	112.4	4.5	2.01	3.95	-0.07	4.86	1.06	"e3"	3	34	7	72.937432937348	476	"<7.5"	"Arctic"	934.575408	3169714.96059127
"Far_NE-Au-200"	"Faroe Islands NE Aug  200-500m"	350	16393	40	4	17.5	3	61.7	-5.5	215.3	8.7	3.53	5.52	0.44	8.14	2.25	"e3"	3	57	5	16.2528254640508	283	"7.5-14"	"NE North Atlantic"	100.89261	266432.567832185
"Far_NE-Wi-200"	"Faroe Islands NE Feb  200-500m"	350	16393	40	4	17.5	3	61.7	-5.5	215.3	8.7	3.53	5.52	0.44	8.14	2.25	"e3"	3	27	0	0	585	"7.5-14"	"NE North Atlantic"	0	0
"Far_Pla-Au-65"	"Faroe Plateau Aug   65-200m"	132.5	18178	40	4	16	3	61.7	-6.7	196.8	8.7	3.17	7.63	1.29	8.33	2.35	"e3"	3	146	1	3.81126808683682	1033	"7.5-14"	"NE North Atlantic"	53.957763	69281.2312825197
"Far_Pla-Wi-65"	"Faroe Plateau Feb   65-200m"	132.5	18178	40	4	16	3	61.7	-6.7	196.8	8.7	3.17	7.63	1.29	8.33	2.35	"e3"	3	93	0	0	1643	"7.5-14"	"NE North Atlantic"	0	0
"Far_SW-Au-200"	"Faroe SW  200-500m"	350	8576	40	4	17.5	3	61.7	-7.9	199.7	9	2.99	5.52	0.42	8.59	2.03	"e3"	3	35	0	0	361	"7.5-14"	"NE North Atlantic"	0	0
"Guinea-All-5"	"Guinea     5-50m"	27.5	32558	25	3	13	3	9.8	-14.8	693.7	27.3	1.38	22.64	3.41	25.29	2.85	"e3"	3	82	13	472.113674263683	2280	">20.5"	"SE North Atlantic"	4202.24976	15371077.006677
"Guinea-All-50"	"Guinea   50-200m"	125	4783	25	3	13	3	9.8	-14.8	693.7	27.3	1.43	16.99	1.38	22.4	2.54	"e3"	3	4	10	23789.6164703413	103	">20.5"	"SE North Atlantic"	9073.038456	113785735.577642
"GuLw1_N-Su-200"	"Gulf St. Lawrence I  200-520m"	360	59533	19	5.5	13.4	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e3"	3	62	4	3938.4191563852	2100	"<7.5"	"NW North Atlantic"	117280.93944	234465907.63708
"GuLw1_N-Su-40"	"Gulf St. Lawrence I   40-200m"	120	36826	19	5.5	13.4	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e3"	3	27	7	55086.8534299837	911	"<7.5"	"NW North Atlantic"	715762.1586368	2028628464.41258
"GuLw2_N-Su-200"	"Gulf St. Lawrence II  200-671m"	360	59533	12.7	4	16.9	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e3"	3	24	8	14402.4945253802	1034	"<7.5"	"NW North Atlantic"	174185.243188	857423706.579459
"GuLw2_N-Su-40"	"Gulf St. Lawrence II   40-200m"	120	36826	12.7	4	16.9	3	49.6	-62.4	324.4	5.1	13.43	3.81	-0.08	1.75	3.21	"e3"	3	16	12	237826.095239044	671	"<7.5"	"NW North Atlantic"	1681724.7639555	8758183783.27303
"Iceland_NE-Au-200"	"Iceland NE 200-1160m"	679.75	106038	40	5.5	17	3.8	65.8	-16.6	187.6	3.9	4.18	0.53	0.13	3.15	2.08	"e3"	3	118	4	58.5958496097019	1248	"<7.5"	"Arctic"	1500.358736241	6213386.70091357
"Iceland_NE-Au-60"	"Iceland NE   60-200m"	129.75	40140	40	4.5	17	3.8	65.5	-17.3	187.6	5.2	4.65	3.94	1.59	4.67	3.01	"e3"	3	45	4	87.3217651469281	470	"<7.5"	"Arctic"	407.63842105745	3505095.65299769
"Iceland_SW-Au-201"	"Iceland SW 200-1313m"	756.25	50278	40	5.5	17	3.8	65.1	-25.8	262.1	7.7	3.62	5.86	0.28	7.2	1.96	"e3"	3	87	4	64.9084963987591	916	"7.5-14"	"NE North Atlantic"	566.49296843136	3263469.38193681
"Iceland_SW-Au-42"	"Iceland SW   42-200m"	120.75	39766	40	4.5	17	3.8	65	-20.5	262.1	7.7	4.45	7.01	1.45	7.35	2.89	"e3"	3	44	3	33.4785150344173	467	"7.5-14"	"NE North Atlantic"	152.635263147	1331306.62885864
"Mauritania-All-5"	"Mauritania     5-50m"	27.5	14127	40	4	17	3.5	18.5	-16.9	1885.6	20.8	6.89	17.6	4.12	19.34	5.79	"e3"	3	89	18	1973.38568109581	1621	">20.5"	"SE North Atlantic"	19242.85858	27878019.5168405
"Mauritania-All-50"	"Mauretania   50-200m"	125	10646	40	4	17	3.5	18.5	-16.9	1885.6	21.5	7.54	14.17	1.47	18.37	4.64	"e3"	3	71	19	21114.2957298294	1285	">20.5"	"SE North Atlantic"	190768.2216	224782792.339764
"Morocco-All-200"	"Morocco  200-400m"	300	4876	40	2.1	21.4	3	32.3	-8.6	380.3	19.1	3.83	12.23	-0.25	17.27	0.83	"e3"	3	7	7	125583.515606037	178	"14-20.5"	"SE North Atlantic"	181687.798920731	612345222.095036
"Morocco-All-22"	"Morocco   22-200m"	111	28889	40	2.1	21.4	3	32.3	-8.6	380.3	19.2	3.97	15.23	-0.37	17.55	1.11	"e3"	3	20	11	321841.741525389	548	"14-20.5"	"SE North Atlantic"	1372173.46984549	9297686070.92696
"Morocco-All-400"	"Morocco  400-890m"	645	10690	40	2.1	21.4	3	32.3	-8.6	380.3	19.2	4.04	10.48	-0.14	17.27	0.95	"e3"	3	13	7	15377.6691779785	227	"14-20.5"	"SE North Atlantic"	36273.0111397185	164387283.51259
"North_Sea-Su-11"	"North Sea Aug   11-269m"	140	493244	20	5	21	4	56.4	2.4	387.3	10.1	8.14	8.36	3.49	9.16	5.66	"e3"	3	289	12	313.178607083575	3736	"7.5-14"	"NE North Atlantic"	9096.962472	154473468.872331
"North_Sea-Wi-10"	"North Sea Feb   10-270m"	140	499507	20	5	21	4	56.2	2.3	387.3	10.1	8.16	8.37	3.53	9.17	5.7	"e3"	3	765	12	264.811877705757	9152	"7.5-14"	"NE North Atlantic"	22194.876288	132275386.59717
"Northern_Spain-Au-35.5"	"Northern Spain 35.5-493m"	264	20279	20	2	18.9	3	43	-5.7	379.1	15.5	5.72	11.74	0.31	13.88	2.15	"e3"	3	137	14	115974.561498829	2610	"14-20.5"	"NE North Atlantic"	2099615.9877	2351848132.63475
"Norwegian_coast-Au-140"	"Norwegian coast  140-803m"	471.5	118922	16	7	25	3.4	72.4	22.2	172.6	6.1	3.7	3.52	-0.3	5.49	1.73	"e3"	3	67	5	12.7105619998413	530	"<7.5"	"NE North Atlantic"	173.692554	1511565.45414513
"Porcupine_Bank-Au-189"	"Porcupine Bank  189-763m"	476	53139	20	3.5	20	3.5	52.5	-13.1	235.2	12.4	4.54	10.13	-0.05	11.4	2.01	"e3"	3	42	6	1289.43085755766	651	"7.5-14"	"NE North Atlantic"	6112.6793	68519066.3397565
"Portugal_N-Au-14"	"Portugal N   14-678m"	346	12482	20	4.6	15	3.5	40.6	-9.3	497.6	16.3	4.66	13.22	-0.27	14.87	1.43	"e3"	3	48	8	427514.111330753	678	"14-20.5"	"NE North Atlantic"	4313820.08625359	5336231137.63046
"Portugal_S-Au-16"	"Portugal S   19-690m"	354.5	2801	20	4.6	15	3.5	36.9	-8.2	497.6	18.1	4.49	14.34	-0.35	16.56	1.34	"e3"	3	30	12	883342.315918142	411	"14-20.5"	"NE North Atlantic"	5727891.47542975	2474241826.88672
"Portugal_SW-Au-30"	"Portugal SW   30-460m"	245	8248	20	4.6	15	3.5	38.3	-9.5	497.6	17	4	13.36	-0.38	15.58	1.15	"e3"	3	39	9	1026774.83659554	567	"14-20.5"	"NE North Atlantic"	8711024.75867349	8468838852.24001
"S_Barents_Sea-Au-36"	"S Barents Sea   36-830m"	433	820387	16	7	25	3.4	73.2	38.7	128	2.3	4.67	0.72	-0.02	1.47	1.93	"e3"	3	296	12	1244.31139518164	2144	"<7.5"	"Arctic"	154021.202733	1020816892.55888
"S_Tyrrhenian_Sea-Su-19"	"S Tyrrhenian Sea   19-200m"	109.5	941	20	1.9	18.4	3	38.3	14.3	170	19.5	11.21	13.72	-0.01	15.8	2.96	"e3"	3	6	14	21779.6432439193	122	"14-20.5"	"Mediterranean"	26870.509638	20494644.2925281
"S_Tyrrhenian_Sea-Su-200"	"S Tyrrhenian Sea  200-693m"	446.5	1821	20	1.9	18.4	3	38.3	14.3	170	19.5	11.21	13.72	-0.01	15.8	2.96	"e3"	3	13	10	485.22791108944	127	"14-20.5"	"Mediterranean"	886.260864	883600.02609387
"Scotian_shelf-Su-17"	"Scotian shelf   12-200m"	106	190955	19	4.6	12.5	3.5	44.2	-62.4	306.2	8	13.35	5.38	0.94	5.43	4.94	"e3"	3	167	12	2823.36487633527	4097	"7.5-14"	"NW North Atlantic"	175583.630375746	539135639.960601
"Tramontana-Su-200"	"Tramontana  200-767m"	483.5	5318	20	3	20.3	3	41	2.2	241.6	18.11	10.61	13.36	0.44	13.19	4.43	"e3"	3	12	6	113.793454978813	106	"14-20.5"	"Mediterranean"	174.000000036436	605153.593577328
"Tramontana-Su-30"	"Tramontana   30-200m"	115	10149	20	3	16.3	3	41	2.2	241.6	17.7	10.19	13.11	0.06	14.67	3.55	"e3"	3	32	18	13677.6608145376	347	"14-20.5"	"Mediterranean"	86585.9999981651	138814579.606742
"W_Greenland_GDR-Au-200"	"W Greenland  200-400m"	300	13077	30	4	22	4.5	62.9	-50.3	124.5	1.6	3.86	3.75	0.1	1.95	1.79	"e3"	3	68	11	428.114118482238	740	"<7.5"	"Arctic"	3877.96999995153	5598448.32739223
"W_Greenland_GDR-Au-50"	"W Greenland   50-200m"	124.5	47617	30	4	22	4.5	62.9	-50.3	124.5	1.6	3.43	2.87	0.43	1.9	1.73	"e3"	3	122	12	1695.20606402375	1331	"<7.5"	"Arctic"	61033.6704962878	80720627.1506189
"West_of_Scotland-Au-30"	"W Scotland Nov   30-500m"	265	114470	20	4.6	20	4	57.3	-7.7	324.4	10.8	4.58	9.65	1.37	10.28	3.02	"e3"	3	49	7	240.722340768078	527	"7.5-14"	"NE North Atlantic"	1242.32258059637	27555486.3477219
"West_of_Scotland-Wi-10"	"W Scotland Mar   10-405m"	207.5	114003	20	4.6	20	4	57.3	-7.7	324.4	10.8	4.59	9.68	1.38	10.28	3.03	"e3"	3	99	9	139.253919462376	991	"7.5-14"	"NE North Atlantic"	1521.66296686387	15875364.5804693
"Adriatic-Su-16"	"Adriatic   16-449m"	232.5	54363	20	2.3	16.5	3	43.9	15.7	223.5	17.9	10.81	13.46	0.73	15.05	4.14	"e3.5"	3.5	31	15	10410.8554811649	657	"14-20.5"	"Mediterranean"	80845.6371	565965336.522567
"Alboran_Sea-Su-200"	"Alboran Sea  200-810m"	505	8812	20	3	19.4	3	36.8	-3	402	18.3	7.17	13.1	-0.04	15.2	1.61	"e3.5"	3.5	27	13	4424.63392429817	251	"14-20.5"	"Mediterranean"	27494.01792	38989874.1409155
"Alboran_Sea-Su-30"	"Alboran Sea   30-200m"	115	2247	20	3	16.4	3	36.8	-3	402	18.4	7.57	13.2	-0.04	15.22	1.76	"e3.5"	3.5	8	20	48560.8604998081	169	"14-20.5"	"Mediterranean"	120820.991928	109116253.543069
"Alicante_and_Eivissa-Su-200"	"Alicante & Eivissa  200-788m"	494	5065	20	3	19.5	3	38.6	0	208.6	19.1	10.87	13.22	-0.03	15.32	2.99	"e3.5"	3.5	16	13	2235.25013528936	150	"14-20.5"	"Mediterranean"	10023.021	11321541.9352406
"Alicante_and_Eivissa-Su-30"	"Alicante & Eivissa   30-200m"	115	5620	20	3	16.4	3	38.6	0	208.6	19.1	11.27	13.67	0.2	15.88	4.09	"e3.5"	3.5	10	19	26061.2835842795	215	"14-20.5"	"Mediterranean"	72519.9909525	146464413.743651
"Bay_of_Biscay-Au-28"	"Bay of Biscay   28-100m"	64	26316	20	4	20.5	4	45.8	-4.6	520.3	14.7	8.18	11.97	0.79	13.18	3.96	"e3.5"	3.5	37	17	69470.141150503	486	"14-20.5"	"NE North Atlantic"	827834.452992	1828176234.51664
"Bear_Island-Au-36"	"Bear Island   36-830m"	433	258318	16	7	25	3.4	77	18.7	117.1	1.5	3.14	1.27	0.38	1.35	1.81	"e3.5"	3.5	214	8	1374.67088034896	1576	"<7.5"	"Arctic"	96251.174228	355102232.469983
"Celtic_Sea-Au-65"	"Celtic Sea   65-524m"	294.5	141601	20	4.1	18.7	4	49.9	-8.2	317.1	12.9	6	10.57	0.34	11.5	2.52	"e3.5"	3.5	38	12	53296.4926127271	545	"7.5-14"	"NE North Atlantic"	718473.36368	7546836650.45477
